Genome	fox29_D_9	fox1_K_18	fox8_K_22	fox16_F_35	fox30_M_16	fox5_K_11	fox10_F_39	fox10_M_40	fox14_D_1	fox8_F_23	fox14_M_4	fox5_M_9	fox24_K_6	fox29_F_11	fox10_K_38	fox30_F_15	Control2	fox22_F_31	fox24_M_8	fox16_K_34	fox8_M_24	fox26_D_41	fox14_K_2	fox24_D_5	fox16_D_33	fox22_D_29	fox1_D_17	fox26_M_44	fox5_D_10	fox30_K_14	fox30_D_13	fox26_F_43	fox26_K_42	fox1_M_20	fox3_F_27	fox3_D_25	fox10_D_37	fox22_K_30	fox29_M_12	fox29_K_10	fox24_F_7	fox8_D_21	fox14_F_3	fox5_F_12	Control1	fox16_M_36	fox3_M_28	fox22_M_32
F_bin_250894	386838	734629	12016	2788800	335433	1301	4318162	1472533	440771	1667552	3622	5742	53106	2682527	707453	2089224	694	4401282	26461	68614	155420	1863823	1515	4310987	1088751	4399805	3797498	517850	192669	2500	2703881	2532889	1121983	15800	861386	14231	4318074	51780	25753	10356	4309671	2918411	1485203	1414149	0	2409	8753	4291777
K_bin_25	4090	759442	722576	127338	213679	4736	762881	394111	7500	306882	0	225	75403	23416	704863	709194	0	761000	1254	6849	96067	743392	6679	732788	349607	764738	761028	278517	19955	737932	743115	734524	726468	12214	2274	0	766272	674578	105	6121	159378	720820	4797	15426	0	300	0	539405
F_bin_146338	150	14405	2565	9134	420014	0	826074	106237	150	731073	421	478	0	1785	300	1353197	0	796973	0	0	41972	300	0	470	0	1121	492275	1309	0	0	301	3005	0	4135	280796	0	318990	0	0	0	1259	386952	378610	129237	0	367	1617	95980
F_bin_398	925	3691	632	2195	937798	0	1695729	652943	1886	16967	150	121	0	2112	5506	1703884	0	1661830	0	0	2591	982	0	916	354	1956	123775	344859	1239	300	1317	1588384	4714	793	1489517	302	1467887	271	0	0	1665	11252	3364	2407	0	194	35901	954228
F_bin_213245	0	1844	450	28409	2143564	0	3486836	1227217	0	22814	135	63278	0	25361	5709	3488861	0	3487574	924	0	9796	499	141	562	0	12289	16908	14069	300	0	705	23679	150	693	39158	0	2552734	0	600	271	233196	20471	23691	3487248	0	520	1682	2611129
F_bin_268207	0	15557	9709	226411	701072	0	2659586	1172999	0	2158717	1879	1899	0	49024	12230	2486845	0	1680853	5992	0	270551	66	0	331	62	414	309692	550968	150	0	108	2145008	7353	6069	1401998	0	2527272	0	1077	0	756098	1885255	90982	92992	0	2024	22405	203128
M_bin_34858	77	238575	91702	2493652	2491910	0	2506710	2332383	2279	2498282	265480	264396	1196	2496936	72396	2512386	0	2466165	72963	150	1413811	10120	364	3554	228	3323	2446811	2423946	3283	419	2158	2517586	58766	86712	2410618	288	2481992	568	282089	358	2419931	2494858	2406226	2437902	0	154056	202895	1083929
D_bin_75949	244	407838	48935	2092254	2466111	209	2772827	1897292	2635	2688077	128457	67816	2009	1275069	24861	2595509	0	2717263	72451	253	1040355	6105	0	5782	300	54311	2801184	2474332	1271	0	3016	2765310	41762	180462	2539857	331	2701985	1575	23679	172	2528227	2639053	2681581	2678230	0	8953	353190	2672682
F_bin_297164	0	21862	46790	2253584	127925	0	2539183	2185338	3095	2493842	53273	30910	668	1779714	28054	998946	0	2488905	19143	496	1293919	2299	0	2268	0	1691	607145	1985154	2872	300	1314	2518317	16313	8222	2491753	0	2535427	567	30426	0	1546194	2484912	2503544	2502054	0	7383	229711	1915034
D_bin_78969	0	88621	62908	2446009	2316101	0	2505744	2044365	1191	2506381	45414	46811	458	677921	22376	2497557	0	2473369	12863	237	1552127	1741	248	917	169	23678	1869705	1239316	1789	95	1167	2418989	10486	45287	2485980	0	2494419	1519	12567	0	964907	2502925	2412667	2494258	0	31379	290171	2314027
F_bin_1530	0	8001	811	182405	882711	0	1527125	254991	921	808952	3275	1114	0	62332	441	2008467	0	2031423	4116	0	40231	600	0	146	0	2874	385789	439644	332	0	1076	1748250	3291	2247	684697	0	515575	0	465	0	508952	401845	1207405	164684	0	0	9667	924631
F_bin_214435	0	16255	6801	1011029	1492217	0	2343913	929705	292	1819679	11166	2185	0	1096338	7747	2350325	0	2365819	6898	0	181907	88	0	549	0	6370	802576	502775	0	0	82	1917962	4941	10232	1962530	0	1955109	0	15270	0	583229	1367895	2082695	478195	0	2657	44700	1266214
F_bin_239230	0	7396	6256	2045943	18129	0	1493601	157603	139	1885049	615	148	0	12224	935	61671	0	972246	1190	0	248697	248	0	225	0	770	327600	408662	187	0	366	1853557	4270	5554	50875	0	747542	0	300	0	117693	1517847	25964	23120	0	8222	2219	97072
F_bin_281737	768	887753	346277	2895404	2821164	966	2936282	2760381	4778	2941511	260200	571623	2344	2894280	64614	2918388	0	2963830	109003	3120	2767389	10077	1403	10913	2336	153773	2871449	2844879	9127	1121	8536	2960503	112168	363287	2943594	160	2898743	4248	219235	1031	2812977	2939916	2888112	2915974	0	468600	1301023	2886735
F_bin_253048	0	76624	6631	2240307	2417674	0	2515181	2173944	154	1387159	15853	12236	0	635383	29165	2471778	0	2577095	41768	0	154253	2349	0	3137	0	7580	1706452	1109745	183	0	944	2434568	16147	27863	1192789	97	2468011	518	14165	0	2212062	1129349	1828685	1482818	0	14771	33144	2552861
M_bin_52274	0	325640	156367	2913661	2150118	0	2962817	2782830	1452	2938502	107321	148402	1728	2906107	62848	2947340	0	2962840	67823	1000	2156892	5393	128	2591	303	17042	2833009	2545593	1827	0	2022	2930863	47890	156437	2902494	296	2956378	437	308271	979	2751510	2937758	2923341	2929817	125	154944	225214	2908230
M_bin_9657	0	389566	204925	2542879	2542546	124	2553104	2541820	1591	2548586	267339	207289	3231	2432584	146684	2549449	0	2549573	112432	2303	2166609	12004	211	3333	382	12403	2477274	2537733	2372	300	4710	2551996	107688	169740	2540306	243	2550911	3067	103310	315	2511569	2548407	2544840	2534789	0	122500	1247576	2528229
M_bin_58421	0	376194	313062	3365049	2402049	0	3842202	3771995	3866	3447352	244170	75093	2513	3078163	144870	3368434	0	3447379	43046	1059	2852957	25938	545	23177	15978	92536	3234337	2943862	2562	1801	24318	3574762	68006	233893	3536867	2513	3824496	2437	129051	767	2658641	3435669	3417845	3237158	0	69477	490333	2926368
F_bin_123998	60	23816	18190	476591	724629	0	2454476	510343	299	2404113	25726	3343	432	301153	3852	2451757	0	2106908	7577	0	499897	785	0	195	0	1050	704951	903245	160	0	435	2331082	10663	11853	2271362	0	1435354	208	2069	0	944133	2183879	2498936	102336	0	2367	70987	344483
D_bin_101864	122	148326	36777	2306528	914714	0	2690817	927156	3783	2835463	29141	32919	150	1572836	5443	2530244	0	2718059	9752	236	994662	2445	0	705	0	10926	2786541	1302857	2758	151	1395	2621858	8870	59665	2521516	893	1825830	273	37662	0	700948	2751909	2429357	2430542	0	14032	221518	2443363
F_bin_124563	0	22204	6366	901959	1515882	0	2781274	759470	735	1924114	11912	3271	221	1097119	6017	2834565	0	2771513	4969	0	185202	1126	0	721	0	2306	562825	671907	626	0	536	2399744	6883	9372	2185073	466	2121166	235	14934	116	626131	1227116	2391974	877758	0	2956	41157	913055
F_bin_164995	0	2829	1668	94909	246064	0	1584274	139862	204	694122	3601	1289	0	96417	1380	1754902	0	2407915	466	0	37486	0	0	233	0	4074	112951	68067	0	0	241	595506	535	416	753017	0	621079	0	1044	0	162488	406639	1205637	351522	0	150	11387	770854
F_bin_219469	0	4162	2042	152473	302560	0	1561312	134213	248	1192830	1011	903	0	113322	1117	2331985	0	3625266	2270	0	64877	141	0	317	0	4106	156554	173931	321	94	220	932496	2633	1863	1192056	0	329349	174	1626	142	154577	580171	636496	125856	0	400	18425	893826
F_bin_415	0	5554	4615	578547	160489	0	2435803	539926	151	1947680	6552	0	0	202647	2974	1259543	0	2315009	5019	0	184486	1066	0	522	0	528	174735	545385	0	0	0	1945490	4239	1442	1398461	97	1483502	0	3495	179	450523	1362625	1866862	197801	0	910	20700	414613
F_bin_53850	854899	991	1773	3579807	42980	417	1458145	69612	2524808	183080	19828	3200	0	3178460	1733	571461	0	2151546	3740	0	14474	194292	25038	16235	297879	11189	147233	154162	347102	736	1442068	1740508	1823	606	44338	813	512498	0	30349	34332	3544888	544942	3257134	1011023	0	8854	251	458514
F_bin_130387	150	9329	1953	306387	675344	0	1195731	645017	647	1268416	10559	7279	0	515965	3053	1183659	0	1397731	1119	0	106216	300	0	982	154	8378	57328	430121	428	0	317	1404824	1595	2791	460839	0	228321	0	7130	0	146758	322143	1895092	1767123	0	2395	20873	333915
F_bin_235402	76591	0	6905	5024	137685	97	890636	162481	113476	1869026	1235	828	0	1650842	567	1178431	290	407906	0	0	364772	174145	511	25102	96	6613	5731	273257	26906	0	827165	1812175	1774	155	1183968	26837	62675	238	22013	1403	49108	1760384	439923	581993	0	149	51787	46223
F_bin_224122	0	18283	11325	2057871	1097682	150	2101036	1077113	393	1625714	11306	5110	300	1597357	14415	2081431	0	2102844	3440	168	176418	417	150	666	0	7719	988468	244115	139	150	568	1493151	2246	8323	1720045	0	2036596	152	18438	0	599245	1574811	1802855	1790096	0	12483	43559	910844
F_bin_158131	0	8134	18697	2188305	865097	0	2346778	573399	136	2278146	20928	4068	393	2030311	5505	2313967	0	2452314	29464	0	315392	1299	161	1017	99	15548	395537	1113799	274	0	205	2447065	15424	2875	2273957	0	1733197	0	25079	0	2034162	2096245	2316612	1745590	0	6094	69940	1187140
F_bin_258476	0	3406	4245	1674223	906869	0	147503	17455	294	1041079	24933	32797	0	577258	150	2332529	0	2353360	3746	219	67966	898	0	65	0	7521	281040	877974	231	0	140	2318195	9060	0	1110304	0	64535	0	2579	0	461211	928030	2317461	2418915	0	937	22677	657660
F_bin_145177	89	563	1735	165653	202228	0	152244	27994	1067	1024904	490	1492	0	90830	839	750928	0	2719860	300	0	67727	1896	0	5713	1093	66752	14861	24502	3540	0	3199	94373	999	296	92611	0	35160	0	552	0	51738	488273	292590	580772	0	460	3287	1758753
F_bin_24039	0	467	300	57812	62043	0	133406	23095	1407	349528	4986	11594	0	199648	458	243009	0	624880	291	0	23752	75	0	90	0	1818	3501	26859	3151	0	890	110632	0	0	77831	0	21438	0	3159	0	18110	193825	1343459	1532459	0	0	2226	82389
F_bin_165154	156	6081	8945	1047388	413538	0	1222810	284305	2819	1452077	6255	17376	104	330828	1629	1169094	0	1661732	1539	0	238076	615	0	6989	0	46499	94407	161357	16149	0	3510	473592	507	1407	574338	0	253556	0	7729	0	234599	1240888	1402147	1601196	0	3729	23816	1264362
F_bin_275946	413	32681	50320	1450767	2045338	0	2252665	887151	1641	2289174	23252	32580	436	1850011	12316	2344805	0	2311707	9906	0	1254317	628	0	1728	284	115489	1168532	844749	1060	0	2422	2262705	6440	20844	1758905	244	2097794	764	25023	0	1219331	2271054	2284243	2282078	0	4197	48175	2115992
F_bin_354	883	5515	1818	946055	37761	0	2658737	863664	798	1407861	2829	0	0	2540	5566	333061	0	2011754	1910	0	112933	1175	0	989	0	3235	148820	638965	944	0	1384	2556728	4065	2156	5343	0	1611152	300	0	0	373421	959153	1676293	13328	0	1223	331	387516
F_bin_299478	60	11899	21944	1939198	563187	0	2008514	1636355	60	1951486	1614	818	0	81371	15727	1835350	0	822277	4651	0	709156	300	0	773	0	2084	433761	512813	150	0	0	1532889	3486	3078	278092	0	1936439	0	3462	0	756840	1925723	161032	107541	0	23543	11935	137941
F_bin_191915	0	40778	20040	1380232	1023287	0	1748878	1501078	1113	1726319	38077	12300	223	1460558	17646	1752168	0	1740148	31060	300	787149	1562	0	4237	0	23086	699968	1533149	588	0	499	1691418	16835	13217	1735434	0	1698776	945	47585	158	1515732	1724303	1675338	1605160	0	4367	235783	1540920
F_bin_10249	0	22974	3951	331429	213440	0	1319708	176513	404	1092961	564	7693	0	768994	509	1188437	0	1750283	4067	0	104430	60	0	1831	0	27551	425272	562778	361	0	552	1422141	2757	9993	1032982	0	258230	241	10920	0	421943	1050894	296538	1422950	0	576	21731	441996
F_bin_123672	74	5665	2899	6862	35927	0	709126	100039	176	1436055	1779	89	0	93445	300	455551	0	1074305	0	0	96979	402	0	291	0	4545	47415	198653	259	0	424	1725073	826	4241	564805	149	60174	0	569	0	9373	499753	1087051	54047	0	0	15861	364043
F_bin_132068	0	3013	3099	12376	74953	0	1747341	450237	0	1674745	0	389	0	26359	1699	647756	0	203428	0	0	177135	0	0	89	0	447	35887	403562	80	0	88	1775028	903	376	33311	0	897863	229	0	0	13800	1002430	79981	45127	0	0	789	21546
F_bin_2267	0	1675	917	215650	136064	0	1182283	154433	0	744275	4131	1638	0	251006	600	1088600	0	1466449	300	0	38191	0	0	72	0	1742	16279	238283	83	0	74	1352312	621	151	906533	0	360705	0	2078	0	15076	312790	1599316	1288209	0	870	16499	179919
F_bin_110336	483	2081	12653	292317	317050	0	1085028	97109	898	1491044	6369	7761	234	721875	187	1616642	76	1090742	1442	0	208410	538	0	1269	299	927	64068	67757	945	0	778	695564	744	2103	918251	228	151354	150	5669	0	310593	1363593	1186711	1505207	0	604	16376	109897
F_bin_111749	0	1817	14227	1068966	9996	0	2121510	437782	398	1322445	961	17047	0	595090	8339	130493	0	598460	10807	132	429475	478	0	558	824	104	14586	487596	683	366	0	1815641	1593	150	221792	0	1550007	0	11076	256	445959	1358564	314850	2087176	0	9461	2304	63137
M_bin_38915	198379	3154	563363	87777	1094719	1053	2005438	1132483	1983767	2019570	34820	62734	414	1973977	3208	2006578	0	1985381	2805	565	1995452	873565	19000	174932	4499	220453	359084	1482145	1960647	1204	1920911	2013520	15923	810	2012998	980859	862522	1842	50393	2904	262586	2017986	2002808	2011617	151	2139	407290	473596
F_bin_212208	32367	271	30342	29767	136153	0	1561479	160471	620595	3004676	4173	5099	0	918981	135	1077809	0	683572	157	135	408364	193194	1998	47987	95	35824	105936	264260	564491	419	555034	1895271	2502	260	2399139	49943	222891	683	6906	587	86267	2975830	1327804	1750538	0	0	41272	39835
F_bin_191654	492127	39966	148	155110	4217	0	90918	5816	248198	5105	808	149	49782	894199	148	37937	0	8953	7759	462	723	120	3327	1535635	327905	6975	716588	2111	1409	0	226282	9492	0	4114	174272	8442	336662	0	5368	25522	1535827	3277	185525	6676	0	1183	1135	2907
F_bin_186448	37391	30103	25944	605344	383216	1068	1532741	269394	840134	1717788	8729	21639	0	1467095	293	1513149	0	1718586	444	0	584143	154696	5426	111552	884	390546	1198487	464209	504770	300	210063	1674013	2157	13569	1717167	200033	291425	0	31736	2004	307226	1690358	1664863	1711217	0	1296	219294	875086
F_bin_468	23219	57731	23502	641693	333164	3124	1167409	226402	915727	1561257	11880	29596	0	1187839	355	1249345	0	1561307	246	263	326109	188051	6625	51709	3570	90816	1465236	391051	472292	0	298692	1499541	2918	20590	1559644	240743	215757	300	21541	1023	104627	1489432	1493463	1553465	0	1107	198365	557686
F_bin_157399	97617	14585	32334	354656	658081	4920	409483	77794	1245111	1743925	37919	30135	1354	900432	1078	1594497	0	837877	1292	1437	239232	153932	18743	28006	2235	1170	616959	160806	692925	1796	1393696	1500792	1694	8605	1762559	86390	87453	1307	24052	5321	26584	1717308	1758093	1759667	0	1328	144818	39078
D_bin_40485	1652344	288524	357635	1554715	1743062	80034	1710701	579043	1963824	1976394	366786	236891	1041	1955414	5040	1965604	76	1828440	3884	1295	1565157	1566402	637696	383511	16264	35045	1898399	833679	1966131	18258	1957369	1962011	8614	162014	1962007	414540	1499345	3577	246987	187070	275934	1979045	1979957	1977742	0	6550	863578	345010
F_bin_211393	23199	6037	4835	83299	265529	1154	69071	6393	891399	969653	16554	14348	0	212729	0	1172889	0	110994	0	0	56555	21645	13403	1258	174	629	230729	17651	486233	725	1295317	392150	0	3446	520644	24772	18932	150	2679	1373	2093	940928	1348568	1324645	0	0	16298	4198
F_bin_11658	70918	12135	15678	174854	288051	2561	188499	22358	1130537	1718971	23929	18530	0	510328	0	1413436	0	220364	236	298	128383	65286	13891	8336	300	842	362174	51225	822971	680	1329415	830317	0	5042	1128126	61166	60175	227	9552	2834	6214	1682771	1812064	1751749	0	0	58478	5747
F_bin_297819	0	75707	55618	1853724	1187863	0	2069695	654485	1312	2376581	19733	26471	0	221682	3788	2351794	0	2204879	13233	290	1291351	449	0	10002	397	141863	878410	752969	797	0	10403	1825133	5270	31781	1685529	0	1507557	1003	5464	300	1471368	2367641	1881975	1886902	0	13068	72775	1629793
F_bin_118177	0	25614	13891	591149	849383	0	1659385	606870	681	1576247	13900	5897	0	818836	4064	1660439	0	1580364	1762	0	334475	67	0	2049	133	12544	503234	401322	1996	0	1293	1291862	2364	9663	1214684	86	1220873	0	16692	0	241706	1456043	1594093	1429994	0	998	26039	503773
F_bin_121093	190	57794	5435	1507390	600639	0	2260830	456390	1642	1839894	11285	16250	130	201247	4827	2051792	0	2473327	1463	130	156830	564	0	7559	153	236568	677134	189648	1825	0	2552	1026538	1757	20134	2416748	137	345699	170	5044	0	269172	1198140	2085925	2191334	0	4973	83815	2233339
F_bin_288251	0	2674	1791	103816	83777	0	78415	22453	257	303441	4947	12591	0	153834	150	327433	0	87020	300	0	27868	351	132	396	0	1448	41724	19092	557	0	482	103214	0	1273	1957878	0	35997	0	2032	0	34496	247092	955008	1677625	0	1139	98634	23913
D_bin_51985	119734	8406	29832	596593	561938	194	1568024	488194	967464	1758156	14631	27565	300	1626232	692	1624934	0	1750193	178	0	733752	132077	3202	44158	1327	97210	850689	751058	293427	0	592818	1755258	1726	4677	1757496	153533	337093	754	32852	1980	145418	1758459	1746744	1757127	0	0	145618	384682
D_bin_78273	196050	12192	183235	355579	725796	3933	1729914	492243	1222755	1996895	21060	55014	0	1807386	1463	1790403	0	739985	1247	145	1031548	364964	23771	84523	4420	2832	882803	798919	1503088	760	749040	1961580	5569	2614	1996465	198123	542110	0	54522	13065	165901	1997238	1881854	1986328	0	489	342415	22909
F_bin_8868	10764	883	16456	18843	51559	82	453441	48380	315757	1454392	1636	2631	0	502643	0	316570	0	131845	0	0	110822	17660	2603	11019	0	1441	114888	107414	125455	0	53705	1392934	300	334	1475122	29901	85343	0	4912	543	15321	1218755	765974	1001380	0	0	52139	7208
F_bin_285008	1523	1002	10708	7274	23916	342	215115	23147	817935	1498830	8987	15268	0	102191	150	149268	0	124037	0	0	111135	5927	5709	1964	471	2765	30337	30416	451367	0	50913	381187	0	262	777922	14335	21063	0	1068	247	5176	1489336	1455005	1786307	0	0	9335	6555
F_bin_187888	13905	2170	41463	83699	197504	844	1086328	199705	1071715	1863281	6510	4822	0	1013633	491	1121771	0	568691	0	0	412510	56081	3947	9582	422	1983	228642	274963	570739	0	230848	1802598	2374	718	1584793	38921	245568	0	6036	136	25359	1864619	1721015	1770685	0	0	42285	26357
F_bin_224835	7406	2862	8495	26364	237476	0	479812	53711	814321	1548171	10335	9508	170	497628	0	869013	0	436206	0	0	158981	26612	3195	10224	0	4399	230273	127813	471857	0	195820	1071512	89	1160	1470995	29114	38313	0	6209	780	22651	1535071	1430210	1506130	0	0	40696	12818
D_bin_96977	558627	65976	413148	606566	1822543	22958	1884859	1406185	1887070	1899617	67831	136086	272	1887546	3298	1893039	0	1884723	1171	0	1810041	1580956	118708	131415	6915	90224	1800860	1595206	1837495	5809	1882887	1897160	13143	31363	1893034	520523	1309650	1317	97891	24801	340418	1901223	1899497	1898625	0	1753	386345	775775
