"kegg","n_mags_human","n_mags_wild","n_mags_NA","absent_human","absent_wild","absent_NA","p_value","odds_ratio","conf_low","conf_high","log_or","log2_or","se_log_or","se_log2_or","p_adj","prop_g1","prop_g2","diff_prop","species","contrast","n_mags_domestic","absent_domestic","neg_log10_padj","sig","ko","pathway_map","pathway_name","class","category"
"K00694",16,13,0,25,29,0,0.49488719560106,0.703467683874034,0.255674116797505,1.90527020544019,-0.351733339695965,-0.507443944894681,0.512366190137149,0.739188161630036,1,0.30952380952381,0.390243902439024,0.0807200929152149,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00700",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00703",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00705",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00712",40,42,27,1,0,NA,0.493975903614458,Inf,0.0262660639937668,Inf,Inf,Inf,Inf,Inf,1,1,0.975609756097561,-0.024390243902439,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K00712","path:map00552","Teichoic acid biosynthesis","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K00721",9,7,1,32,35,NA,0.588010531863578,0.714046727143987,0.200372464789268,2.44421990437636,-0.336806874604676,-0.485909607729478,0.638087585450352,0.920565795182036,1,0.166666666666667,0.219512195121951,0.0528455284552846,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00754",34,31,26,7,11,NA,0.425674383224749,0.584034156846601,0.169060943958655,1.8937874561722,-0.537795810113222,-0.775875348261208,0.61634560786782,0.889198751944598,1,0.738095238095238,0.829268292682927,0.0911730545876887,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00756",41,42,27,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00759",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00761",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K00761","path:map00240","Pyrimidine metabolism","Metabolism; Nucleotide metabolism","Metabolism"
"K00762",41,39,28,0,3,NA,0.240963855421687,0,0,2.44429310165021,-Inf,-Inf,Inf,Inf,1,0.928571428571429,1,0.0714285714285714,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00763",41,42,27,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00764",41,42,27,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00765",41,42,20,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K00765","path:map00340","Histidine metabolism","Metabolism; Amino acid metabolism","Metabolism"
"K00766",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00773",41,41,28,0,1,NA,1,0,0,39.9518114534888,-Inf,-Inf,Inf,Inf,1,0.976190476190476,1,0.0238095238095238,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00782",41,39,28,0,3,NA,0.240963855421687,0,0,2.44429310165021,-Inf,-Inf,Inf,Inf,1,0.928571428571429,1,0.0714285714285714,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00783",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00784",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00788",41,40,14,0,2,NA,0.493975903614458,0,0,5.43480328653554,-Inf,-Inf,Inf,Inf,1,0.952380952380952,1,0.0476190476190477,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K00788","path:map00730","Thiamine metabolism","Metabolism; Metabolism of cofactors and vitamins","Metabolism"
"K00789",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00790",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00791",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00793",41,42,26,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00794",41,42,26,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00795",15,7,14,26,35,NA,0.0489787540283488,0.351191879200515,0.105043522973013,1.07402473911502,-1.04642254049388,-1.50966860984495,0.59305957667911,0.85560411022666,0.798353690662085,0.166666666666667,0.365853658536585,0.199186991869919,"lactococcus_lactis","HumanvsWild",NA,NA,0.0978046626941465,FALSE,NA,NA,NA,NA,NA
"K00796",41,41,25,0,1,NA,1,0,0,39.9518114534888,-Inf,-Inf,Inf,Inf,1,0.976190476190476,1,0.0238095238095238,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00806",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00812",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00817",41,42,20,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K00817","path:map00340","Histidine metabolism","Metabolism; Amino acid metabolism","Metabolism"
"K00820",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K00820","path:map00250","Alanine, aspartate and glutamate metabolism","Metabolism; Amino acid metabolism","Metabolism"
"K00821",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00826",41,41,26,0,1,NA,1,0,0,39.9518114534888,-Inf,-Inf,Inf,Inf,1,0.976190476190476,1,0.0238095238095238,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00830",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00831",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00841",41,40,28,0,2,NA,0.493975903614458,0,0,5.43480328653554,-Inf,-Inf,Inf,Inf,1,0.952380952380952,1,0.0476190476190477,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00848",1,0,0,40,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.024390243902439,NA,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K00848","path:map00040","Pentose and glucuronate interconversions","Metabolism; Carbohydrate metabolism","Metabolism"
"K00849",41,41,28,0,1,NA,1,0,0,39.9518114534888,-Inf,-Inf,Inf,Inf,1,0.976190476190476,1,0.0238095238095238,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00850",41,42,24,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00852",41,41,28,0,1,NA,1,0,0,39.9518114534888,-Inf,-Inf,Inf,Inf,1,0.976190476190476,1,0.0238095238095238,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00853",22,27,1,19,15,NA,0.3761808900733,1.54620112649891,0.589837307714772,4.11834446394371,0.435801036463608,0.628727994120318,0.495755046737467,0.71522334742382,1,0.642857142857143,0.536585365853659,-0.106271777003484,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K00853","path:map00040","Pentose and glucuronate interconversions","Metabolism; Carbohydrate metabolism","Metabolism"
"K00854",3,5,5,38,37,NA,0.71262110197599,1.70080794415058,0.305551935026322,11.7417625385589,0.531103399426351,0.766220240551667,0.930813124723682,1.34287947903322,1,0.119047619047619,0.0731707317073171,-0.045876887340302,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00857",41,42,27,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K00857","path:map00240","Pyrimidine metabolism","Metabolism; Nucleotide metabolism","Metabolism"
"K00858",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00859",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K00859","path:map00770","Pantothenate and CoA biosynthesis","Metabolism; Metabolism of cofactors and vitamins","Metabolism"
"K00864",40,39,13,1,3,NA,0.615796519410977,0.329077119224072,0.00604801841754112,4.30039357519108,-1.11146315074892,-1.60350237571629,1.6751865159455,2.41678327911864,1,0.928571428571429,0.975609756097561,0.0470383275261324,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K00864","path:map00561","Glycerolipid metabolism","Metabolism; Lipid metabolism","Metabolism"
"K00865",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K00865","path:map00260","Glycine, serine and threonine metabolism","Metabolism; Amino acid metabolism","Metabolism"
"K00867",41,42,27,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00869",41,41,28,0,1,NA,1,0,0,39.9518114534888,-Inf,-Inf,Inf,Inf,1,0.976190476190476,1,0.0238095238095238,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00872",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00873",41,42,24,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00876",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00878",41,41,14,0,1,NA,1,0,0,39.9518114534888,-Inf,-Inf,Inf,Inf,1,0.976190476190476,1,0.0238095238095238,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K00878","path:map00730","Thiamine metabolism","Metabolism; Metabolism of cofactors and vitamins","Metabolism"
"K00882",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00887",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00891",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00897",29,26,23,12,16,NA,0.487848889547013,0.675660615920672,0.241718995804422,1.84845690852057,-0.392064376461819,-0.565629331630691,0.518961885051679,0.748703737974446,1,0.619047619047619,0.707317073170732,0.0882694541231126,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00903",24,7,7,17,35,NA,0.00010033416738097,0.145469943055169,0.0436513792968514,0.432613180959115,-1.92778579065096,-2.78120700006836,0.585104362606652,0.844127162335115,0.00685832582839598,0.166666666666667,0.585365853658537,0.41869918699187,"lactococcus_lactis","HumanvsWild",NA,NA,2.1637818860754,TRUE,NA,NA,NA,NA,NA
"K00917",6,0,5,35,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.146341463414634,NA,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00925",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00926",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00927",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00928",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00930",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00931",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K00931","path:map00330","Arginine and proline metabolism","Metabolism; Amino acid metabolism","Metabolism"
"K00938",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00939",40,41,28,1,1,NA,1,1.02469993148101,0.0127507836538082,82.3452298541046,0.024399819956164,0.0352014992493413,2.23803139691319,3.22879679768045,1,0.976190476190476,0.975609756097561,-0.00058072009291521,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00941",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K00941","path:map00730","Thiamine metabolism","Metabolism; Metabolism of cofactors and vitamins","Metabolism"
"K00942",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00943",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00948",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K00948","path:map00030","Pentose phosphate pathway","Metabolism; Carbohydrate metabolism","Metabolism"
"K00949",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00954",41,41,28,0,1,NA,1,0,0,39.9518114534888,-Inf,-Inf,Inf,Inf,1,0.976190476190476,1,0.0238095238095238,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00962",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00963",41,42,26,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00965",41,41,27,0,1,NA,1,0,0,39.9518114534888,-Inf,-Inf,Inf,Inf,1,0.976190476190476,1,0.0238095238095238,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00969",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00973",41,41,28,0,1,NA,1,0,0,39.9518114534888,-Inf,-Inf,Inf,Inf,1,0.976190476190476,1,0.0238095238095238,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00974",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00975",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00980",41,30,24,0,12,NA,0.000195731193660835,0,0,0.294301135464492,-Inf,-Inf,Inf,Inf,0.0103291874633726,0.714285714285714,1,0.285714285714286,"lactococcus_lactis","HumanvsWild",NA,NA,1.98593384053776,TRUE,"ko:K00980","path:map00564","Glycerophospholipid metabolism","Metabolism; Lipid metabolism","Metabolism"
"K00981",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00986",3,6,8,38,36,NA,0.482717983556782,2.09265960197074,0.409776866035195,13.9018164889036,0.738435793816077,1.06533765775336,0.899020921139296,1.29701302458309,1,0.142857142857143,0.0731707317073171,-0.0696864111498258,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00995",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K00997",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01000",41,42,26,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01005",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01054",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01055",2,0,0,39,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0487804878048781,NA,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01056",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01060",24,14,1,17,28,NA,0.0280813006971004,0.358831905154955,0.131465477765932,0.944574326712868,-1.02490123091425,-1.47861992324099,0.503058695773424,0.725760285668388,0.526586514842085,0.333333333333333,0.585365853658537,0.252032520325203,"lactococcus_lactis","HumanvsWild",NA,NA,0.278530266773168,FALSE,"ko:K01060","path:map00311","Penicillin and cephalosporin biosynthesis","Metabolism; Biosynthesis of other secondary metabolites","Metabolism"
"K01069",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01073",2,0,0,39,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.0487804878048781,NA,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01076",6,0,0,35,0,0,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,NA,0.146341463414634,NA,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01079",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01091",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01092",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K01092","path:map00521","Streptomycin biosynthesis","Metabolism; Biosynthesis of other secondary metabolites","Metabolism"
"K01104",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01118",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01119",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K01119","path:map00230","Purine metabolism","Metabolism; Nucleotide metabolism","Metabolism"
"K01126",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01139",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01142",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K01142","path:map03410","Base excision repair","Genetic Information Processing; Replication and repair","Genetic Information Processing"
"K01153",32,17,19,9,25,NA,0.000737832599949319,0.195474820726267,0.0644232722511187,0.549020649665041,-1.63232370209045,-2.35494531013141,0.546597223429756,0.788573103605786,0.0269563324015967,0.404761904761905,0.780487804878049,0.375725900116144,"lactococcus_lactis","HumanvsWild",NA,NA,1.56933919693273,TRUE,NA,NA,NA,NA,NA
"K01154",33,19,19,8,23,NA,0.00135260188636497,0.204510251406478,0.0652306038172963,0.586501250890302,-1.58713717562867,-2.28975493249,0.560266851629884,0.808294208420906,0.0462284418904416,0.452380952380952,0.804878048780488,0.352497096399535,"lactococcus_lactis","HumanvsWild",NA,NA,1.33509074402216,TRUE,NA,NA,NA,NA,NA
"K01155",1,1,1,40,41,NA,1,0.975895449270408,0.0121439942759497,78.4265522144073,-0.0243998199561502,-0.0352014992493214,2.23803139691318,3.22879679768045,1,0.0238095238095238,0.024390243902439,0.000580720092915217,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01156",7,4,3,34,38,NA,0.350246996888775,0.515394368247502,0.101468868224401,2.23804837298522,-0.662822907778361,-0.956251322039444,0.789185578720903,1.13855412076173,1,0.0952380952380952,0.170731707317073,0.075493612078978,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01160",24,18,25,17,24,NA,0.190025402085412,0.535376552905334,0.202839154755385,1.38411329446438,-0.624784942457142,-0.901374138105016,0.489898384980152,0.706773970550377,1,0.428571428571429,0.585365853658537,0.156794425087108,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01176",41,40,12,0,2,NA,0.493975903614458,0,0,5.43480328653554,-Inf,-Inf,Inf,Inf,1,0.952380952380952,1,0.0476190476190477,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K01176","path:map00500","Starch and sucrose metabolism","Metabolism; Carbohydrate metabolism","Metabolism"
"K01182",41,42,28,0,0,NA,1,0,0,Inf,-Inf,-Inf,Inf,Inf,1,1,1,0,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,NA,NA,NA,NA,NA
"K01183",39,41,28,2,1,NA,0.615796519410977,2.08441369225676,0.104598781474374,126.921911996152,0.734487612951307,1.05964163679922,1.81152944081188,2.61348454068366,1,0.976190476190476,0.951219512195122,-0.0249709639953543,"lactococcus_lactis","HumanvsWild",NA,NA,0,FALSE,"ko:K01183","path:map00520","Amino sugar and nucleotide sugar metabolism","Metabolism; Glycan biosynthesis and metabolism","Metabolism"
"K01185",4,13,0,37,29,0,0.0278321106322179,4.07746577994657,1.10694137350197,19.0028605667598,1.40547566306741,2.02767276919748,0.725252252922107,1.04631782868427,0.526586514842085,0.30952380952381,0.0975609756097561,-0.211962833914053,"lactococcus_lactis","HumanvsWild",NA,NA,0.278530266773168,FALSE,NA,NA,NA,NA,NA
