reference,querry,ani,alignment_coverage,primary_cluster
EHM019781.fna,GCF_001559255.2.fna,0.991155,0.8716814159292036,1
EHM019781.fna,GCF_023096345.1.fna,0.9881359999999999,0.7844500632111252,1
EHM019781.fna,GCF_030843585.1.fna,0.9889629999999999,0.8476611883691529,1
EHM019781.fna,GCF_937943035.1.fna,0.988216,0.8634639696586599,1
EHM019781.fna,GCF_958410475.1.fna,0.9891490000000001,0.8457648546144121,1
EHM019781.fna,GCF_959018365.1.fna,0.9908020000000001,0.843236409608091,1
EHM019781.fna,GCF_959028575.1.fna,0.989731,0.8729456384323641,1
EHM019781.fna,GCF_959599705.1.fna,0.9898779999999999,0.8621997471554994,1
EHM025129.fna,EHM013411.fna,0.99993,0.993103448275862,1
EHM025129.fna,EHM015951.fna,0.956495,0.8288401253918495,1
EHM025129.fna,EHM019781.fna,0.987019,0.8670846394984326,1
EHM025129.fna,EHM025129.fna,1.0,0.9962382445141066,1
EHM025129.fna,EHM034518.fna,0.9893569999999999,0.8702194357366771,1
EHM025129.fna,EHM034582.fna,0.9892019999999999,0.8758620689655172,1
EHM025129.fna,EHM034613.fna,0.9893550000000001,0.8614420062695924,1
EHM025129.fna,EHM034663.fna,0.9880540000000001,0.8752351097178683,1
EHM025129.fna,EHM035016.fna,0.989637,0.8394984326018808,1
EHM025129.fna,EHM035261.fna,0.989189,0.8664576802507837,1
EHM025129.fna,EHM036445.fna,0.9903839999999999,0.8244514106583072,1
EHM025129.fna,EHM042511.fna,0.989958,0.8526645768025078,1
EHM025129.fna,EHM042896.fna,0.954088,0.7630094043887148,1
EHM025129.fna,EHM045471.fna,0.989143,0.8771159874608151,1
EHM025129.fna,EHM045496.fna,0.9865269999999999,0.6683385579937304,1
EHM025129.fna,EHM051482.fna,0.989094,0.8407523510971787,1
EHM025129.fna,EHM052369.fna,0.9898399999999999,0.8087774294670846,1
EHM025129.fna,EHM052762.fna,0.9553860000000001,0.8288401253918495,1
EHM025129.fna,EHM053163.fna,0.990245,0.8438871473354232,1
EHM025129.fna,EHM054246.fna,0.9887520000000001,0.8764890282131661,1
EHM025129.fna,EHM056851.fna,0.985957,0.8094043887147335,1
EHM025129.fna,EHM058631.fna,0.988594,0.8683385579937304,1
EHM025129.fna,EHM058684.fna,0.985976,0.7648902821316614,1
EHM025129.fna,EHM060603.fna,0.9881220000000001,0.8438871473354232,1
EHM025129.fna,EHM060845.fna,0.9881019999999999,0.8664576802507837,1
EHM025129.fna,EHM064053.fna,0.989127,0.8188087774294671,1
EHM025129.fna,EHM071561.fna,0.986002,0.8087774294670846,1
EHM025129.fna,GCA_001559255.2.fna,0.9904229999999999,0.8614420062695924,1
EHM025129.fna,GCA_023096345.1.fna,0.9865229999999999,0.780564263322884,1
EHM025129.fna,GCA_030843585.1.fna,0.9884860000000001,0.8507836990595611,1
EHM025129.fna,GCA_937943035.1.fna,0.987924,0.8601880877742947,1
EHM025129.fna,GCA_958410475.1.fna,0.989388,0.8313479623824451,1
EHM025129.fna,GCA_959018365.1.fna,0.990592,0.8244514106583072,1
EHM025129.fna,GCA_959028575.1.fna,0.989094,0.8595611285266458,1
EHM025129.fna,GCA_959599705.1.fna,0.9908079999999999,0.857680250783699,1
EHM025129.fna,GCF_001559255.2.fna,0.9904229999999999,0.8614420062695924,1
EHM025129.fna,GCF_023096345.1.fna,0.9865229999999999,0.780564263322884,1
EHM025129.fna,GCF_030843585.1.fna,0.9884860000000001,0.8507836990595611,1
EHM025129.fna,GCF_937943035.1.fna,0.987924,0.8601880877742947,1
EHM025129.fna,GCF_958410475.1.fna,0.989388,0.8313479623824451,1
EHM025129.fna,GCF_959018365.1.fna,0.990592,0.8244514106583072,1
EHM025129.fna,GCF_959028575.1.fna,0.989094,0.8595611285266458,1
EHM025129.fna,GCF_959599705.1.fna,0.9908079999999999,0.857680250783699,1
EHM034518.fna,EHM013411.fna,0.9900530000000001,0.8779402415766052,1
EHM034518.fna,EHM015951.fna,0.957267,0.8366179275270185,1
EHM034518.fna,EHM019781.fna,0.9893120000000001,0.8938334392879848,1
EHM034518.fna,EHM025129.fna,0.990116,0.8766687857596949,1
EHM034518.fna,EHM034518.fna,1.0,0.9980928162746344,1
EHM034518.fna,EHM034582.fna,0.989997,0.905276541640178,1
EHM034518.fna,EHM034613.fna,0.990168,0.8868404322949778,1
EHM034518.fna,EHM034663.fna,0.991145,0.9033693579148124,1
EHM034518.fna,EHM035016.fna,0.9913970000000001,0.8575969485060394,1
EHM034518.fna,EHM035261.fna,0.998072,0.9491417673235855,1
EHM034518.fna,EHM036445.fna,0.997132,0.8690400508582327,1
EHM034518.fna,EHM042511.fna,0.99032,0.8817546090273363,1
EHM034518.fna,EHM042896.fna,0.955222,0.7800381436745073,1
EHM034518.fna,EHM045471.fna,0.989436,0.9046408137317228,1
EHM034518.fna,EHM045496.fna,0.9882850000000001,0.6668785759694851,1
EHM034518.fna,EHM051482.fna,0.990661,0.8645899554990464,1
EHM034518.fna,EHM052369.fna,0.9908509999999999,0.8537825810553084,1
EHM034518.fna,EHM052762.fna,0.956554,0.8404322949777495,1
EHM034518.fna,EHM053163.fna,0.991331,0.8614113159567705,1
EHM034518.fna,EHM054246.fna,0.990781,0.8836617927527018,1
EHM034518.fna,EHM056851.fna,0.988035,0.7914812460267006,1
EHM034518.fna,EHM058631.fna,0.99139,0.9071837253655436,1
EHM034518.fna,EHM058684.fna,0.989835,0.7832167832167832,1
EHM034518.fna,EHM060603.fna,0.991252,0.8830260648442466,1
EHM034518.fna,EHM060845.fna,0.991649,0.8919262555626192,1
EHM034518.fna,EHM064053.fna,0.990671,0.8378893833439288,1
EHM034518.fna,EHM071561.fna,0.9880589999999999,0.7908455181182454,1
EHM034518.fna,GCA_001559255.2.fna,0.9926949999999999,0.9008264462809917,1
EHM034518.fna,GCA_023096345.1.fna,0.989465,0.8029243483788938,1
EHM034518.fna,GCA_030843585.1.fna,0.990629,0.8614113159567705,1
EHM034518.fna,GCA_937943035.1.fna,0.990762,0.8715829624920534,1
EHM034518.fna,GCA_958410475.1.fna,0.9903959999999999,0.856325492689129,1
EHM034518.fna,GCA_959018365.1.fna,0.991382,0.8671328671328671,1
EHM034518.fna,GCA_959028575.1.fna,0.99169,0.9020979020979021,1
EHM034518.fna,GCA_959599705.1.fna,0.991669,0.8785759694850604,1
EHM034518.fna,GCF_001559255.2.fna,0.9926949999999999,0.9008264462809917,1
EHM034518.fna,GCF_023096345.1.fna,0.989465,0.8029243483788938,1
EHM034518.fna,GCF_030843585.1.fna,0.990629,0.8614113159567705,1
EHM034518.fna,GCF_937943035.1.fna,0.990762,0.8715829624920534,1
EHM034518.fna,GCF_958410475.1.fna,0.9903959999999999,0.856325492689129,1
EHM034518.fna,GCF_959018365.1.fna,0.991382,0.8671328671328671,1
EHM034518.fna,GCF_959028575.1.fna,0.99169,0.9020979020979021,1
EHM034518.fna,GCF_959599705.1.fna,0.991669,0.8785759694850604,1
EHM034582.fna,EHM013411.fna,0.9887210000000001,0.894200127469726,1
EHM034582.fna,EHM015951.fna,0.956787,0.8527724665391969,1
EHM034582.fna,EHM019781.fna,0.9885120000000001,0.8891013384321224,1
EHM034582.fna,EHM025129.fna,0.988749,0.894200127469726,1
EHM034582.fna,EHM034518.fna,0.989291,0.9145952836201402,1
EHM034582.fna,EHM034582.fna,1.0,0.9961759082217974,1
EHM034582.fna,EHM034613.fna,0.990247,0.8897386870618228,1
EHM034582.fna,EHM034663.fna,0.989758,0.9101338432122371,1
EHM034582.fna,EHM035016.fna,0.997904,0.8948374760994264,1
EHM034582.fna,EHM035261.fna,0.9900709999999999,0.89993626513703,1
EHM034582.fna,EHM036445.fna,0.9907309999999999,0.851497769279796,1
EHM034582.fna,EHM042511.fna,0.9903379999999999,0.8782664117272148,1
EHM034582.fna,EHM042896.fna,0.955052,0.7794773741236456,1
EHM034582.fna,EHM045471.fna,0.9893529999999999,0.9094964945825367,1
EHM034582.fna,EHM045496.fna,0.987995,0.6666666666666666,1
EHM034582.fna,EHM051482.fna,0.9897849999999999,0.8636073932441045,1
EHM034582.fna,EHM052369.fna,0.9899370000000001,0.8438495857233907,1
EHM034582.fna,EHM052762.fna,0.9563849999999999,0.8438495857233907,1
EHM034582.fna,EHM053163.fna,0.993197,0.8801784576163161,1
EHM034582.fna,EHM054246.fna,0.9928870000000001,0.8954748247291269,1
EHM034582.fna,EHM056851.fna,0.986476,0.8151688973868706,1
EHM034582.fna,EHM058631.fna,0.989598,0.8897386870618228,1
EHM034582.fna,EHM058684.fna,0.987688,0.775653282345443,1
EHM034582.fna,EHM060603.fna,0.989298,0.8680688336520076,1
EHM034582.fna,EHM060845.fna,0.98958,0.8846398980242193,1
EHM034582.fna,EHM064053.fna,0.989884,0.8406628425748884,1
EHM034582.fna,EHM071561.fna,0.9864809999999999,0.815806246016571,1
EHM034582.fna,GCA_001559255.2.fna,0.991189,0.8910133843212237,1
EHM034582.fna,GCA_023096345.1.fna,0.9876609999999999,0.794136392606756,1
EHM034582.fna,GCA_030843585.1.fna,0.990162,0.8565965583173997,1
EHM034582.fna,GCA_937943035.1.fna,0.989474,0.8878266411727215,1
EHM034582.fna,GCA_958410475.1.fna,0.9893689999999999,0.8521351179094965,1
EHM034582.fna,GCA_959018365.1.fna,0.990468,0.8527724665391969,1
EHM034582.fna,GCA_959028575.1.fna,0.99006,0.8903760356915232,1
EHM034582.fna,GCA_959599705.1.fna,0.990722,0.875717017208413,1
EHM034582.fna,GCF_001559255.2.fna,0.991189,0.8910133843212237,1
EHM034582.fna,GCF_023096345.1.fna,0.9876609999999999,0.794136392606756,1
EHM034582.fna,GCF_030843585.1.fna,0.990162,0.8565965583173997,1
EHM034582.fna,GCF_937943035.1.fna,0.989474,0.8878266411727215,1
EHM034582.fna,GCF_958410475.1.fna,0.9893689999999999,0.8521351179094965,1
EHM034582.fna,GCF_959018365.1.fna,0.990468,0.8527724665391969,1
EHM034582.fna,GCF_959028575.1.fna,0.99006,0.8903760356915232,1
EHM034582.fna,GCF_959599705.1.fna,0.990722,0.875717017208413,1
EHM034613.fna,EHM013411.fna,0.989228,0.8865248226950354,1
EHM034613.fna,EHM015951.fna,0.9567910000000001,0.8620245003223727,1
EHM034613.fna,EHM019781.fna,0.989862,0.8787878787878788,1
EHM034613.fna,EHM025129.fna,0.9892400000000001,0.8910380399742102,1
EHM034613.fna,EHM034518.fna,0.990295,0.9019987105093488,1
EHM034613.fna,EHM034582.fna,0.9916039999999999,0.8903932946486138,1
EHM034613.fna,EHM034613.fna,1.0,0.9961315280464217,1
EHM034613.fna,EHM034663.fna,0.991001,0.9032882011605415,1
EHM034613.fna,EHM035016.fna,0.9914660000000001,0.8549323017408124,1
EHM034613.fna,EHM035261.fna,0.989047,0.8961960025789814,1
EHM034613.fna,EHM036445.fna,0.99446,0.8665377176015474,1
EHM034613.fna,EHM042511.fna,0.9906090000000001,0.8813668600902643,1
EHM034613.fna,EHM042896.fna,0.955085,0.7981947130883301,1
EHM034613.fna,EHM045471.fna,0.990555,0.8968407479045777,1
EHM034613.fna,EHM045496.fna,0.989421,0.6763378465506125,1
EHM034613.fna,EHM051482.fna,0.9905029999999999,0.8555770470664088,1
EHM034613.fna,EHM052369.fna,0.9902960000000001,0.8439716312056738,1
EHM034613.fna,EHM052762.fna,0.95719,0.8523533204384268,1
EHM034613.fna,EHM053163.fna,0.991142,0.8600902643455834,1
EHM034613.fna,EHM054246.fna,0.991001,0.8768536428110896,1
EHM034613.fna,EHM056851.fna,0.988031,0.8059316569954867,1
EHM034613.fna,EHM058631.fna,0.99032,0.8878143133462283,1
EHM034613.fna,EHM058684.fna,0.988223,0.7640232108317214,1
EHM034613.fna,EHM060603.fna,0.99019,0.8575112830431979,1
EHM034613.fna,EHM060845.fna,0.990284,0.869116698903933,1
EHM034613.fna,EHM064053.fna,0.990262,0.8330109606705351,1
EHM034613.fna,EHM071561.fna,0.988028,0.8059316569954867,1
EHM034613.fna,GCA_001559255.2.fna,0.990942,0.8897485493230174,1
EHM034613.fna,GCA_023096345.1.fna,0.9884430000000001,0.793036750483559,1
EHM034613.fna,GCA_030843585.1.fna,0.990612,0.8517085751128304,1
EHM034613.fna,GCA_937943035.1.fna,0.9894660000000001,0.877498388136686,1
EHM034613.fna,GCA_958410475.1.fna,0.990274,0.8517085751128304,1
EHM034613.fna,GCA_959018365.1.fna,0.990328,0.8446163765312702,1
EHM034613.fna,GCA_959028575.1.fna,0.990174,0.8762088974854932,1
EHM034613.fna,GCA_959599705.1.fna,0.991105,0.8729851708575113,1
EHM034613.fna,GCF_001559255.2.fna,0.990942,0.8897485493230174,1
EHM034613.fna,GCF_023096345.1.fna,0.9884430000000001,0.793036750483559,1
EHM034613.fna,GCF_030843585.1.fna,0.990612,0.8517085751128304,1
EHM034613.fna,GCF_937943035.1.fna,0.9894660000000001,0.877498388136686,1
EHM034613.fna,GCF_958410475.1.fna,0.990274,0.8517085751128304,1
EHM034613.fna,GCF_959018365.1.fna,0.990328,0.8446163765312702,1
EHM034613.fna,GCF_959028575.1.fna,0.990174,0.8762088974854932,1
EHM034613.fna,GCF_959599705.1.fna,0.991105,0.8729851708575113,1
EHM034663.fna,EHM013411.fna,0.987714,0.8800749531542785,1
EHM034663.fna,EHM015951.fna,0.9567239999999999,0.8326046221111805,1
EHM034663.fna,EHM019781.fna,0.988968,0.8688319800124922,1
EHM034663.fna,EHM025129.fna,0.9877589999999999,0.8800749531542785,1
EHM034663.fna,EHM034518.fna,0.991055,0.8894440974391006,1
EHM034663.fna,EHM034582.fna,0.990282,0.8856964397251718,1
EHM034663.fna,EHM034613.fna,0.99045,0.8707058088694566,1
EHM034663.fna,EHM034663.fna,1.0,0.9975015615240475,1
EHM034663.fna,EHM035016.fna,0.9918710000000001,0.8569643972517177,1
EHM034663.fna,EHM035261.fna,0.990083,0.891317926296065,1
EHM034663.fna,EHM036445.fna,0.990679,0.8338538413491567,1
EHM034663.fna,EHM042511.fna,0.9911289999999999,0.8707058088694566,1
EHM034663.fna,EHM042896.fna,0.955212,0.7682698313554028,1
EHM034663.fna,EHM045471.fna,0.988144,0.8900687070580887,1
EHM034663.fna,EHM045496.fna,0.988416,0.6477201748906933,1
EHM034663.fna,EHM051482.fna,0.994366,0.8763272954403498,1
EHM034663.fna,EHM052369.fna,0.991006,0.8313554028732042,1
EHM034663.fna,EHM052762.fna,0.9564159999999999,0.8319800124921923,1
EHM034663.fna,EHM053163.fna,0.9905370000000001,0.8519675202998126,1
EHM034663.fna,EHM054246.fna,0.989486,0.8813241723922548,1
EHM034663.fna,EHM056851.fna,0.98801,0.7745159275452842,1
EHM034663.fna,EHM058631.fna,0.9901819999999999,0.8906933166770769,1
EHM034663.fna,EHM058684.fna,0.988852,0.7601499063085572,1
EHM034663.fna,EHM060603.fna,0.99006,0.8619612742036228,1
EHM034663.fna,EHM060845.fna,0.991233,0.8625858838226109,1
EHM034663.fna,EHM064053.fna,0.994303,0.8507183010618363,1
EHM034663.fna,EHM071561.fna,0.987833,0.7751405371642723,1
EHM034663.fna,GCA_001559255.2.fna,0.9915189999999999,0.8763272954403498,1
EHM034663.fna,GCA_023096345.1.fna,0.988224,0.7988757026858213,1
EHM034663.fna,GCA_030843585.1.fna,0.989603,0.8575890068707058,1
EHM034663.fna,GCA_937943035.1.fna,0.9897589999999999,0.8757026858213617,1
EHM034663.fna,GCA_958410475.1.fna,0.990356,0.8513429106808245,1
EHM034663.fna,GCA_959018365.1.fna,0.991697,0.8363522798251093,1
EHM034663.fna,GCA_959028575.1.fna,0.990001,0.876951905059338,1
EHM034663.fna,GCA_959599705.1.fna,0.99169,0.8763272954403498,1
EHM034663.fna,GCF_001559255.2.fna,0.9915189999999999,0.8763272954403498,1
EHM034663.fna,GCF_023096345.1.fna,0.988224,0.7988757026858213,1
EHM034663.fna,GCF_030843585.1.fna,0.989603,0.8575890068707058,1
EHM034663.fna,GCF_937943035.1.fna,0.9897589999999999,0.8757026858213617,1
EHM034663.fna,GCF_958410475.1.fna,0.990356,0.8513429106808245,1
EHM034663.fna,GCF_959018365.1.fna,0.991697,0.8363522798251093,1
EHM034663.fna,GCF_959028575.1.fna,0.990001,0.876951905059338,1
EHM034663.fna,GCF_959599705.1.fna,0.99169,0.8763272954403498,1
EHM035016.fna,EHM013411.fna,0.989445,0.9349480968858132,1
EHM035016.fna,EHM015951.fna,0.95707,0.8975778546712803,1
EHM035016.fna,EHM019781.fna,0.990509,0.9224913494809689,1
EHM035016.fna,EHM025129.fna,0.9893500000000001,0.9363321799307959,1
EHM035016.fna,EHM034518.fna,0.991879,0.9391003460207612,1
EHM035016.fna,EHM034582.fna,0.9987229999999999,0.9688581314878892,1
EHM035016.fna,EHM034613.fna,0.991308,0.9266435986159169,1
EHM035016.fna,EHM034663.fna,0.992086,0.9543252595155709,1
EHM035016.fna,EHM035016.fna,1.0,0.9923875432525952,1
EHM035016.fna,EHM035261.fna,0.99151,0.9349480968858132,1
EHM035016.fna,EHM036445.fna,0.99185,0.8941176470588236,1
EHM035016.fna,EHM042511.fna,0.991263,0.9245674740484429,1
EHM035016.fna,EHM042896.fna,0.955761,0.8304498269896193,1
EHM035016.fna,EHM045471.fna,0.990324,0.9377162629757786,1
EHM035016.fna,EHM045496.fna,0.988216,0.6975778546712803,1
EHM035016.fna,EHM051482.fna,0.9913249999999999,0.9093425605536333,1
EHM035016.fna,EHM052369.fna,0.990791,0.8865051903114187,1
EHM035016.fna,EHM052762.fna,0.95694,0.8878892733564013,1
EHM035016.fna,EHM053163.fna,0.9937239999999999,0.9079584775086506,1
EHM035016.fna,EHM054246.fna,0.992999,0.9363321799307959,1
EHM035016.fna,EHM056851.fna,0.987352,0.841522491349481,1
EHM035016.fna,EHM058631.fna,0.990715,0.9391003460207612,1
EHM035016.fna,EHM058684.fna,0.9895130000000001,0.8076124567474049,1
EHM035016.fna,EHM060603.fna,0.9905710000000001,0.9093425605536333,1
EHM035016.fna,EHM060845.fna,0.9912179999999999,0.9197231833910035,1
EHM035016.fna,EHM064053.fna,0.990976,0.8816608996539792,1
EHM035016.fna,EHM071561.fna,0.9874809999999999,0.8408304498269896,1
EHM035016.fna,GCA_001559255.2.fna,0.9917279999999999,0.9356401384083045,1
EHM035016.fna,GCA_023096345.1.fna,0.989404,0.8339100346020761,1
EHM035016.fna,GCA_030843585.1.fna,0.9915579999999999,0.903114186851211,1
EHM035016.fna,GCA_937943035.1.fna,0.9904170000000001,0.9273356401384083,1
EHM035016.fna,GCA_958410475.1.fna,0.99092,0.9051903114186851,1
EHM035016.fna,GCA_959018365.1.fna,0.991092,0.9010380622837371,1
EHM035016.fna,GCA_959028575.1.fna,0.9908920000000001,0.9335640138408304,1
EHM035016.fna,GCA_959599705.1.fna,0.9919410000000001,0.9273356401384083,1
EHM035016.fna,GCF_001559255.2.fna,0.9917279999999999,0.9356401384083045,1
EHM035016.fna,GCF_023096345.1.fna,0.989404,0.8339100346020761,1
EHM035016.fna,GCF_030843585.1.fna,0.9915579999999999,0.903114186851211,1
