ID	MAG_url
EHM013277	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0113/EHA00364_bin.25.fa.gz
EHM015868	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0113/EHA00350_bin.27.fa.gz
EHM016594	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0121/EHA00567_bin.9.fa.gz
EHM017294	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0125/EHA00776_bin.9.fa.gz
EHM019886	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0145/EHA00211_bin.10.fa.gz
EHM020035	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0134/EHA00169_bin.40.fa.gz
EHM025059	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0199/EHA01453_bin.48.fa.gz
EHM025679	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0204/EHA01477_bin.63.fa.gz
EHM027656	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0225/EHA01634_bin.31.fa.gz
EHM028200	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0232/EHA01709_bin.8.fa.gz
EHM028346	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0174/EHA01288_bin.1.fa.gz
EHM028354	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0174/EHA01290_bin.3.fa.gz
EHM028422	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0174/EHA01289_bin.3.fa.gz
EHM031001	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01905_bin.2.fa.gz
EHM031128	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01928_bin.8.fa.gz
EHM031160	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0247/EHA01900_bin.1.fa.gz
EHM031663	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0249/EHA01958_bin.118.fa.gz
EHM034137	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0264/EHA02205_bin.53.fa.gz
EHM040253	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0298/EHA02637_bin.63.fa.gz
EHM041306	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0299/EHA02678_bin.1.fa.gz
EHM041731	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0307/EHA02757_bin.12.fa.gz
EHM042508	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0334/EHA02839_bin.13.fa.gz
EHM043079	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0356/EHA02940_bin.1.fa.gz
EHM044953	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0369/EHA03003_bin.4.fa.gz
EHM045744	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0375/EHA03094_bin.3.fa.gz
EHM045766	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0375/EHA03098_bin.3.fa.gz
EHM045845	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0378/EHA03117_bin.25.fa.gz
EHM046343	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0379/EHA03124_bin.17.fa.gz
EHM046444	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0384/EHA03161_bin.38.fa.gz
EHM056391	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0455/EHA04022_bin.2.fa.gz
EHM056528	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0457/EHA04063_bin.14.fa.gz
EHM056720	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0463/EHA04125_bin.32.fa.gz
EHM057270	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0458/EHA04072_bin.16.fa.gz
EHM057831	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0465/EHA04140_bin.71.fa.gz
EHM066565	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0564/EHA04717_bin.1.fa.gz
EHM066683	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0564/EHA04721_bin.5.fa.gz
EHM071389	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0594/EHA04963_bin.147.fa.gz
EHM079037	https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0611/EHA05266_bin.85.fa.gz
